item_id,qtype,domain,concept,difficulty,persona,model_id,model_tag,seed,demographic_context,generated_at,correct,grade_method,input_tokens,output_tokens,latency_ms,cost_usd,error
MCQ_math_D644BEF4,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:41.167615,1.0,pattern_match,288,82,1583.7,0.000534,
MCQ_math_D64F0628,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:33.634120,1.0,pattern_match,288,81,1648.9,0.000531,
MCQ_math_D69F82AE,MCQ,mathematics,multi_step,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:52.308182,1.0,pattern_match,358,139,3109.9,0.000775,
MCQ_math_D7724F71,MCQ,mathematics,percentages,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:49.334190,1.0,pattern_match,328,120,2260.7,0.000688,
MCQ_math_D801699F,MCQ,mathematics,percentages,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:41.536592,1.0,pattern_match,360,92,1983.8,0.000636,
MCQ_math_D90BDE74,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:23.824708,1.0,pattern_match,368,135,2622.6,0.000773,
MCQ_math_D9FB331E,MCQ,mathematics,percentages,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:49.196816,1.0,pattern_match,316,126,2249.5,0.000694,
MCQ_math_DA74D9AA,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:55.991786,1.0,pattern_match,288,78,1692.3,0.000522,
MCQ_math_DA7C9BC7,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:47.397863,1.0,pattern_match,288,85,1659.6,0.000543,
MCQ_math_DCA40307,MCQ,mathematics,percentages,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:37.072114,1.0,pattern_match,332,144,2366.3,0.000764,
MCQ_math_DCC6A3B2,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T17:00:02.921262,1.0,pattern_match,289,90,1741.0,0.000559,
MCQ_math_DFC6478B,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:15.680130,1.0,pattern_match,287,70,1478.7,0.000497,
MCQ_math_E1DFE4C5,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:08.763141,1.0,pattern_match,288,95,2046.9,0.000573,
MCQ_math_E2991BDB,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:40.022388,1.0,pattern_match,288,98,1789.5,0.000582,
MCQ_math_E2E81DF9,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:50.671954,1.0,pattern_match,316,122,2059.9,0.000682,
MCQ_math_E332F938,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:44.147023,1.0,pattern_match,287,82,1498.9,0.000533,
MCQ_math_E473C965,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:40.985810,1.0,pattern_match,288,66,1600.4,0.000486,
MCQ_math_E4F0E0AC,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:47.905748,1.0,pattern_match,289,83,1707.0,0.000538,
MCQ_math_E6054E81,MCQ,mathematics,arithmetic,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:55.274519,1.0,pattern_match,321,200,4066.2,0.000921,
MCQ_math_E6B4DA8D,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:44.188061,1.0,pattern_match,288,75,1583.6,0.000513,
MCQ_math_E7870D0B,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:45.170721,1.0,pattern_match,288,79,3593.5,0.000525,
MCQ_math_E7C621BE,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:30.931239,1.0,pattern_match,288,76,1854.5,0.000516,
MCQ_math_E9FEEE04,MCQ,mathematics,fractions,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:16.520682,1.0,pattern_match,370,165,2524.1,0.000865,
MCQ_math_EC14188B,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:06.641037,1.0,pattern_match,288,82,1711.5,0.000534,
MCQ_math_EC2AD1E4,MCQ,mathematics,percentages,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:50.870317,1.0,pattern_match,341,152,2658.0,0.000797,
MCQ_math_ED83CF56,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:45.847524,1.0,pattern_match,288,71,1478.9,0.000501,
MCQ_math_EF06A4BF,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:14.581289,1.0,pattern_match,288,81,1845.9,0.000531,
MCQ_math_EF1C5E1D,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:54.286051,1.0,pattern_match,288,75,1838.6,0.000513,
MCQ_math_EFD52FA2,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:45.630834,1.0,pattern_match,289,91,2025.6,0.000562,
MCQ_math_F0D43358,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:22.169870,1.0,pattern_match,288,81,2362.1,0.000531,
MCQ_math_F61C24DA,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:55.002542,,ungraded,288,60,1662.5,0.000468,
MCQ_math_F7138025,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:26.914103,,ungraded,288,60,1309.6,0.000468,
MCQ_math_F90DD171,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:44.366709,1.0,pattern_match,289,88,2560.3,0.000553,
MCQ_math_F942F14B,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:59.164743,1.0,pattern_match,287,70,1464.0,0.000497,
MCQ_math_F96A6BFB,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:54.292658,1.0,pattern_match,342,130,2697.8,0.000732,
MCQ_math_F97CC582,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:32.737979,1.0,pattern_match,288,79,1637.0,0.000525,
MCQ_math_F9816833,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:27.527890,1.0,pattern_match,289,76,1541.5,0.000517,
MCQ_math_F9CA8A79,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:26.183343,1.0,pattern_match,321,105,2357.5,0.000636,
MCQ_math_F9E4050E,MCQ,mathematics,percentages,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:33.883807,1.0,pattern_match,316,162,4024.4,0.000802,
MCQ_math_FA6F9DA1,MCQ,mathematics,percentages,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:22.415446,0.0,pattern_match,370,162,3035.6,0.000856,
MCQ_math_FAB55D1F,MCQ,mathematics,fractions,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:08.638159,1.0,pattern_match,336,102,2544.2,0.000642,
MCQ_math_FADEFDDF,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:26.697064,1.0,pattern_match,360,158,2805.3,0.000834,
MCQ_math_FBD22492,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:00.299594,1.0,pattern_match,288,87,1710.6,0.000549,
MCQ_math_FD21FAD5,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:54.871285,1.0,pattern_match,305,74,2019.4,0.000527,
MCQ_math_FD2EDFE8,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:09.324337,1.0,pattern_match,288,75,1870.3,0.000513,
MCQ_math_FD7DABA0,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:09.848061,1.0,pattern_match,287,82,1745.9,0.000533,
MCQ_math_FDE3D186,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:57.101050,1.0,pattern_match,317,132,2229.1,0.000713,
MCQ_math_FE1A9347,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:23.890238,0.0,pattern_match,330,113,2604.1,0.000669,
MCQ_math_FE55F35A,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:31.100260,1.0,pattern_match,289,83,1894.7,0.000538,
MCQ_math_FE745BCA,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:11.194915,1.0,pattern_match,289,83,2037.6,0.000538,
MCQ_math_FEE78E1E,MCQ,mathematics,fractions,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:59.825862,1.0,pattern_match,350,121,3082.7,0.000713,
