z_why,c_id,c_h,c_r_,c_r,lesson_topic,c_revision,z_what,e,_split
understand_topic,6348701_103,"[{'id': 103, 'text': 'And mark the correct answer.', 'time': '31:21', 'user': 'tutor'}
 {'id': 104, 'text': 'is it C', 'time': '31:48', 'user': 'student'}
 {'id': 105, 'text': 'Is that your final answer?', 'time': '32:26', 'user': 'tutor'}
 {'id': 106, 'text': 'plis god', 'time': '32:33', 'user': 'student'}]","[{'is_revised': True, 'text': 'I would like for you to place these decimals in order from least to greatest. 1.2, 1.290, 1.26, 1.21.', 'user': 'tutor'}]","[{'id': 107, 'text': 'I suggest you to recheck your answer.', 'time': '32:33', 'user': 'tutor'}]",4.2A.Comparing Decimals (Review) - 1,"[{'is_revised': True, 'text': 'I would like for you to place these decimals in order from least to greatest. 1.2, 1.290, 1.26, 1.21.', 'user': 'tutor'}
 {'is_revised': True, 'text': '1.2, 1.21, 1.26, 1.290', 'user': 'student'}
 {'is_revised': True, 'text': 'Correct! Good job.', 'user': 'tutor'}]",provide_similar_problem,diagnose,train
hint_mistake,6136403_46,"[{'id': 46, 'text': 'Are you there connected with me in the session?', 'time': '19:15', 'user': 'tutor'}
 {'id': 47, 'text': 'Please re-check your answer.', 'time': '19:47', 'user': 'tutor'}
 {'id': 48, 'text': 'What is the product of 12 and 6?', 'time': '19:59', 'user': 'tutor'}
 {'id': 49, 'text': '62', 'time': '20:57', 'user': 'student'}]","[{'is_revised': True, 'text': ""Oh you're very close. When we multiply the 2 and the 6, please don't forget to carry the 1"", 'user': 'tutor'}]","[{'id': 50, 'text': 'It seems like your answer is incorrect.', 'time': '21:10', 'user': 'tutor'}
 {'id': 51, 'text': 'Let me explain it to you.', 'time': '21:26', 'user': 'tutor'}]",5.4G.Volume of Rectangular Prisms,"[{'is_revised': True, 'text': ""Oh you're very close. When we multiply the 2 and the 6, please don't forget to carry the 1"", 'user': 'tutor'}
 {'is_revised': True, 'text': 'Oh yeah', 'user': 'student'}
 {'is_revised': True, 'text': 'Is it 72?', 'user': 'student'}
 {'is_revised': True, 'text': 'Well done!', 'user': 'tutor'}]",provide_hint,careless,train
understand_topic,6166666_21,"[{'id': 21, 'text': 'Remember, each section of the clock is worth 5 minutes.', 'time': '08:03', 'user': 'tutor'}
 {'id': 22, 'text': 'When the minute hand is on the 11, multiply 5 times 11 to get 55 minutes.', 'time': '08:41', 'user': 'tutor'}
 {'id': 23, 'text': 'What time is it on the clock?', 'time': '09:10', 'user': 'tutor'}
 {'id': 24, 'text': '11;0 1', 'time': '09:31', 'user': 'student'}]","[{'is_revised': True, 'text': ""That's a great try! When the minute hand is on the 11 remember to multiply it by 5!"", 'user': 'tutor'}]","[{'id': 25, 'text': 'That was a good try.', 'time': '09:41', 'user': 'tutor'}
 {'id': 26, 'text': 'The time on the clock is 12:55 p.m or a.m.', 'time': '10:18', 'user': 'tutor'}
 {'id': 27, 'text': 'Does that step make sense?', 'time': '10:51', 'user': 'tutor'}]",3.7C.Using Time,"[{'is_revised': True, 'text': ""That's a great try! When the minute hand is on the 11 remember to multiply it by 5!"", 'user': 'tutor'}
 {'is_revised': True, 'text': '11:55?', 'user': 'student'}
 {'is_revised': True, 'text': 'Great try. The hour hand appears to be on the 12, so should be 12:55', 'user': 'tutor'}]",explain_concept,guess,train
End session,4274213_164,"[{'id': 164, 'text': 'Find the final answer and write it on the board to earn 2 more points.', 'time': '54:19', 'user': 'tutor'}
 {'id': 165, 'text': 'i got to get offf and go', 'time': '55:04', 'user': 'student'}
 {'id': 166, 'text': 'Do you want me to end the session?', 'time': '55:18', 'user': 'tutor'}
 {'id': 167, 'text': 'yes please bye thx i learned', 'time': '55:36', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great - enjoy your night!', 'user': 'tutor'}]","[{'id': 168, 'text': ""Okay, thanks for all your efforts in today's session."", 'time': '55:43', 'user': 'tutor'}
 {'id': 169, 'text': 'Please fill in the feedback as you leave.', 'time': '55:54', 'user': 'tutor'}
 {'id': 170, 'text': 'Bye.', 'time': '55:55', 'user': 'tutor'}]",6.2E.Divide Two Fractions,"[{'is_revised': True, 'text': 'Great - enjoy your night!', 'user': 'tutor'}
 {'is_revised': True, 'text': 'u 2', 'user': 'student'}
 {'is_revised': True, 'text': 'Thanks!', 'user': 'tutor'}]",Ended session,End session.,train
motivate_student,2949283_58,"[{'id': 58, 'text': 'ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh  now i get it', 'time': '38:39', 'user': 'student'}
 {'id': 59, 'text': 'Based on these models, 1/4 = 2/8.', 'time': '38:57', 'user': 'tutor'}
 {'id': 60, 'text': 'Do you understand what I did?', 'time': '39:01', 'user': 'tutor'}
 {'id': 61, 'text': 'seeeeee', 'time': '39:11', 'user': 'student'}]","[{'is_revised': True, 'text': ""Great - let's try another problem. Can you reduce 3/15 to an equivalent fraction?"", 'user': 'tutor'}]","[{'id': 62, 'text': '+1 point for your effort!', 'time': '39:40', 'user': 'tutor'}]",3.3F.Understanding Equivalent Fractions,"[{'is_revised': True, 'text': ""Great - let's try another problem. Can you reduce 3/15 to an equivalent fraction?"", 'user': 'tutor'}
 {'is_revised': True, 'text': '1/5', 'user': 'student'}
 {'is_revised': True, 'text': 'Great!', 'user': 'tutor'}]",provide_similar_problem,imprecise,train
elaborate_answer,4110589_61,"[{'id': 61, 'text': 'yey', 'time': '37:32', 'user': 'student'}
 {'id': 62, 'text': ""That's good."", 'time': '37:46', 'user': 'tutor'}
 {'id': 63, 'text': 'What would be the final answer?', 'time': '37:56', 'user': 'tutor'}
 {'id': 64, 'text': '60', 'time': '38:09', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! How do you find area?', 'user': 'tutor'}]","[{'id': 65, 'text': 'That was an great try.', 'time': '38:34', 'user': 'tutor'}
 {'id': 66, 'text': 'Plus 1 point.', 'time': '38:39', 'user': 'tutor'}
 {'id': 67, 'text': 'The formula for area is length times width.', 'time': '38:53', 'user': 'tutor'}
 {'id': 68, 'text': 'What is the value of 6 times 5?', 'time': '39:15', 'user': 'tutor'}]",3.6C.Area with side lengths,"[{'is_revised': True, 'text': 'Great try! How do you find area?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'length times widht', 'user': 'student'}
 {'is_revised': True, 'text': 'Great! It looks like you added both sides that represent the width and then multiplied', 'user': 'tutor'}]",ask_question,right-idea,train
understand_topic,4111481_50,"[{'id': 50, 'text': 'in class we say 5 or above give it a shove', 'time': '18:09', 'user': 'student'}
 {'id': 51, 'text': 'Therefore 2,458 rounded to the nearest hundred is 2,500.', 'time': '18:17', 'user': 'tutor'}
 {'id': 52, 'text': 'Yes, do you understand that part?', 'time': '19:14', 'user': 'tutor'}
 {'id': 53, 'text': 'ok i thought that we turn the whole number more yes  i do', 'time': '19:43', 'user': 'student'}]","[{'is_revised': True, 'text': 'hi', 'user': 'tutor'}]","[{'id': 54, 'text': 'That was a good try, if we need to round the given number to nearest thousand place, the answer will be 2000.', 'time': '20:43', 'user': 'tutor'}
 {'id': 55, 'text': 'b) If the neighboring digit is five or greater (5 - 9), increase the rounding digit by one.', 'time': '22:15', 'user': 'tutor'}
 {'id': 56, 'text': 'a) If the neighboring digit is less than five (0 - 4), keep the rounding digit the same.', 'time': '22:33', 'user': 'tutor'}
 {'id': 57, 'text': 'This is called rounding down.', 'time': '22:46', 'user': 'tutor'}]",4.4D.Rounding (Review) - 1,"[{'is_revised': True, 'text': 'hi', 'user': 'tutor'}
 {'is_revised': True, 'text': 'hi', 'user': 'student'}
 {'is_revised': True, 'text': 'hi', 'user': 'tutor'}]",simplify_question,careless,train
support_thinking,4055222_35,"[{'id': 35, 'text': 'How many times does 2 go into 18?', 'time': '45:30', 'user': 'tutor'}
 {'id': 36, 'text': '30', 'time': '45:48', 'user': 'student'}
 {'id': 37, 'text': 'Is this your final answer?', 'time': '46:35', 'user': 'tutor'}
 {'id': 38, 'text': 'yes', 'time': '46:45', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! What operation can we use when we use the words ""go into""?', 'user': 'tutor'}]","[{'id': 39, 'text': 'Good Effort! Plus 1 point. But it looks like your answer is incorrect.', 'time': '46:55', 'user': 'tutor'}
 {'id': 40, 'text': '2 can go into 18 nine times, so we write 9 above the eight and subtract 18 from 18.', 'time': '47:58', 'user': 'tutor'}
 {'id': 41, 'text': 'The final answer is 309.', 'time': '48:35', 'user': 'tutor'}
 {'id': 42, 'text': 'Do you have any questions so far?', 'time': '48:47', 'user': 'tutor'}]",4.3E.Dividing Using Equations,"[{'is_revised': True, 'text': 'Great try! What operation can we use when we use the words ""go into""?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'divide', 'user': 'student'}
 {'is_revised': True, 'text': 'Correct! So we will want to divide 18 by 2', 'user': 'tutor'}]",ask_question,guess,train
support_thinking,4173639_26,"[{'id': 26, 'text': 'yes i understand', 'time': '20:23', 'user': 'student'}
 {'id': 27, 'text': ""Let's move on to the next question."", 'time': '20:30', 'user': 'tutor'}
 {'id': 28, 'text': 'How many milliliters are in one liter?', 'time': '20:54', 'user': 'tutor'}
 {'id': 29, 'text': 'is that a 20', 'time': '22:22', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! Try using the prefixes to help you. Milli means thousand.', 'user': 'tutor'}]","[{'id': 30, 'text': 'That was a good try!', 'time': '22:44', 'user': 'tutor'}]",5.7A.Metric Conversions and Word Problems,"[{'is_revised': True, 'text': 'Great try! Try using the prefixes to help you. Milli means thousand.', 'user': 'tutor'}
 {'is_revised': True, 'text': 'oh then thousand?', 'user': 'student'}
 {'is_revised': True, 'text': 'Yes! There are 1000 milliliters in a liter.', 'user': 'tutor'}]",provide_strategy,guess,train
clarify_misunderstanding,2856167_18,"[{'id': 18, 'text': ""That's really correct answer."", 'time': '05:59', 'user': 'tutor'}
 {'id': 19, 'text': 'Plus 1 point added in your total.', 'time': '06:09', 'user': 'tutor'}
 {'id': 20, 'text': 'Are all the sides of the playground straight?', 'time': '06:19', 'user': 'tutor'}
 {'id': 21, 'text': 'no', 'time': '06:26', 'user': 'student'}]","[{'is_revised': True, 'text': 'Hmm, I think this question is asking about the individual sides of the playground.', 'user': 'tutor'}
 {'is_revised': True, 'text': ""Let's take a look at just the left side. Is the left side straight?"", 'user': 'tutor'}]","[{'id': 22, 'text': 'Your answer is incorrect.', 'time': '06:41', 'user': 'tutor'}
 {'id': 23, 'text': 'Yes. The sides are straight and not curved.', 'time': '06:45', 'user': 'tutor'}
 {'id': 24, 'text': 'Are all the sides of the playground connected?', 'time': '06:59', 'user': 'tutor'}]",3.6B.Quadrilaterals,"[{'is_revised': True, 'text': 'Hmm, I think this question is asking about the individual sides of the playground.', 'user': 'tutor'}
 {'is_revised': True, 'text': ""Let's take a look at just the left side. Is the left side straight?"", 'user': 'tutor'}
 {'is_revised': True, 'text': 'Yes', 'user': 'student'}
 {'is_revised': True, 'text': 'What about each of the other individual sides? Are each of them straight?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Yes', 'user': 'student'}
 {'is_revised': True, 'text': 'Well done. Therefore all sides of this playground are straight', 'user': 'tutor'}]",simplify_question,misinterpret,train
hint_mistake,2962890_43,"[{'id': 43, 'text': '+1 point for the great try.', 'time': '24:22', 'user': 'tutor'}
 {'id': 44, 'text': 'Whatis 60-4?', 'time': '24:34', 'user': 'tutor'}
 {'id': 45, 'text': 'Sorry for the typo* what is 60-4?', 'time': '25:27', 'user': 'tutor'}
 {'id': 46, 'text': '54', 'time': '26:16', 'user': 'student'}]","[{'is_revised': True, 'text': ""Ah, you're close! 60 - 6 is 54"", 'user': 'tutor'}]","[{'id': 47, 'text': 'Sorry, your answer is incorrect.', 'time': '26:43', 'user': 'tutor'}
 {'id': 48, 'text': 'The answer is 56.', 'time': '26:52', 'user': 'tutor'}
 {'id': 49, 'text': 'Do you have any questions so far?', 'time': '28:12', 'user': 'tutor'}]",3.4A.Subtracting Whole Numbers,"[{'is_revised': True, 'text': ""Ah, you're close! 60 - 6 is 54"", 'user': 'tutor'}
 {'is_revised': True, 'text': 'Oh oops', 'user': 'student'}
 {'is_revised': True, 'text': ""It's 56 then"", 'user': 'student'}
 {'is_revised': True, 'text': 'There you go!', 'user': 'tutor'}]",provide_example,right-idea,train
understand_topic,2963654_50,"[{'id': 50, 'text': ""Now, let's move on to next question."", 'time': '22:50', 'user': 'tutor'}
 {'id': 51, 'text': ""Please don't erase any content from the whiteboard."", 'time': '23:45', 'user': 'tutor'}
 {'id': 52, 'text': 'Which operation do we need to perform to solve this question?', 'time': '24:09', 'user': 'tutor'}
 {'id': 53, 'text': 'divieson', 'time': '24:31', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! Are we breaking into smaller groups or trying to count the total number in a set of groups?', 'user': 'tutor'}]","[{'id': 54, 'text': 'That was a good try.', 'time': '24:54', 'user': 'tutor'}
 {'id': 55, 'text': 'Please read the question carefully.', 'time': '25:05', 'user': 'tutor'}]",4.4E.Multiplication and Division Word Problems,"[{'is_revised': True, 'text': 'Great try! Are we breaking into smaller groups or trying to count the total number in a set of groups?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Total number', 'user': 'student'}
 {'is_revised': True, 'text': 'Great! then that would be multiplication', 'user': 'tutor'}]",ask_question,guess,train
clarify_misunderstanding,2990115_85,"[{'id': 85, 'text': 'is that right?', 'time': '23:54', 'user': 'student'}
 {'id': 86, 'text': 'im not sure', 'time': '23:58', 'user': 'student'}
 {'id': 87, 'text': 'What is the product of 6 and 2?', 'time': '24:06', 'user': 'tutor'}
 {'id': 88, 'text': '3', 'time': '24:14', 'user': 'student'}]","[{'is_revised': True, 'text': 'Ah, close. Product means multiplication. In other words, what is 6 x 2?', 'user': 'tutor'}]","[{'id': 89, 'text': ""Okay, that's a good try!"", 'time': '24:32', 'user': 'tutor'}
 {'id': 90, 'text': 'The product of 6 and 2 is 12.', 'time': '24:42', 'user': 'tutor'}]",6.2E.Dividing Fractions,"[{'is_revised': True, 'text': 'Ah, close. Product means multiplication. In other words, what is 6 x 2?', 'user': 'tutor'}
 {'is_revised': True, 'text': ""Oh, it's 12"", 'user': 'student'}
 {'is_revised': True, 'text': 'Well done! Product means multiplication and quotient means division', 'user': 'tutor'}]",provide_correction,misinterpret,train
understand_topic,6163970_92,"[{'id': 92, 'text': 'Plus 3 for this.', 'time': '58:25', 'user': 'tutor'}
 {'id': 93, 'text': 'You have completed and mastered the lesson ""Prime and Composite Numbers"" and earned 22 points.', 'time': '58:52', 'user': 'tutor'}
 {'id': 94, 'text': 'Before we end the session, is there anything else I can help you with?', 'time': '59:04', 'user': 'tutor'}
 {'id': 95, 'text': 'no', 'time': '59:19', 'user': 'student'}]","[{'is_revised': True, 'text': ""Good job today. Let's recap. What is a prime number?"", 'user': 'tutor'}]","[{'id': 96, 'text': 'Thank you for your efforts today! Please fill in the feedback form as you leave. See you next time ', 'time': '59:41', 'user': 'tutor'}]",4.1G.Prime and Composite Numbers,"[{'is_revised': True, 'text': ""Good job today. Let's recap. What is a prime number?"", 'user': 'tutor'}
 {'is_revised': True, 'text': 'A number divisible by only one and that number. An example is 7', 'user': 'student'}
 {'is_revised': True, 'text': 'Good job!', 'user': 'tutor'}]",ask_question,diagnose,train
clarify_misunderstanding,4055603_45,"[{'id': 45, 'text': 'Let me know if you need any help with it.', 'time': '25:03', 'user': 'tutor'}
 {'id': 46, 'text': 'it is 20', 'time': '25:22', 'user': 'student'}
 {'id': 47, 'text': 'What is 3 multiplied by 4?', 'time': '25:55', 'user': 'tutor'}
 {'id': 48, 'text': '20', 'time': '26:12', 'user': 'student'}]","[{'is_revised': True, 'text': 'Hmm, not quite. 3 x 4 is just 3 + 3 + 3 + 3. Could you add those together and let me know what you get?', 'user': 'tutor'}]","[{'id': 49, 'text': ""That's the incorrect answer."", 'time': '27:17', 'user': 'tutor'}]",3.2B.Multiples of Ten,"[{'is_revised': True, 'text': 'Hmm, not quite. 3 x 4 is just 3 + 3 + 3 + 3. Could you add those together and let me know what you get?', 'user': 'tutor'}
 {'is_revised': True, 'text': '12', 'user': 'student'}
 {'is_revised': True, 'text': ""That's right! I think you were already moving on to the next step. We're almost there."", 'user': 'tutor'}]",simplify_question,guess,train
understand_topic,2901013_26,"[{'id': 26, 'text': 'done\\\\', 'time': '11:55', 'user': 'student'}
 {'id': 27, 'text': 'Amazing work! +1 point for your work.', 'time': '12:20', 'user': 'tutor'}
 {'id': 28, 'text': 'How many paper plates does a company makes?', 'time': '13:03', 'user': 'tutor'}
 {'id': 29, 'text': '12600', 'time': '13:12', 'user': 'student'}]","[{'is_revised': True, 'text': ""Great try! You'll want to divide 10080 by 2"", 'user': 'tutor'}]","[{'id': 30, 'text': 'Well try!+1 point for your effort.', 'time': '13:34', 'user': 'tutor'}
 {'id': 31, 'text': 'A company makes 840 paper plates.', 'time': '13:53', 'user': 'tutor'}]",5.3C.Multi-Digit Division with Two-Digit Divisors (Review) - 1,"[{'is_revised': True, 'text': ""Great try! You'll want to divide 10080 by 2"", 'user': 'tutor'}
 {'is_revised': True, 'text': '840?', 'user': 'student'}
 {'is_revised': True, 'text': 'Great job', 'user': 'tutor'}]",provide_hint,guess,train
clarify_misunderstanding,2949295_131,"[{'id': 131, 'text': '+1 point for your try.', 'time': '42:02', 'user': 'tutor'}
 {'id': 132, 'text': ""Let's look at your work to see where you made an error."", 'time': '42:08', 'user': 'tutor'}
 {'id': 133, 'text': 'How many triangles are there on the whiteboard?', 'time': '42:29', 'user': 'tutor'}
 {'id': 134, 'text': '2', 'time': '42:44', 'user': 'student'}]","[{'is_revised': True, 'text': 'Remember a triangle is a 3 sided shape. How many are there?', 'user': 'tutor'}]","[{'id': 135, 'text': 'Please recheck.', 'time': '43:01', 'user': 'tutor'}]",3.3A.Fraction Concepts,"[{'is_revised': True, 'text': 'Remember a triangle is a 3 sided shape. How many are there?', 'user': 'tutor'}
 {'is_revised': True, 'text': ""oh, there's only 1"", 'user': 'student'}
 {'is_revised': True, 'text': 'Correct! The other shape is a rectangle.', 'user': 'tutor'}]",explain_concept,careless,train
clarify_misunderstanding,2928525_123,"[{'id': 123, 'text': 'Please go ahead and start working on it.', 'time': '42:49', 'user': 'tutor'}
 {'id': 124, 'text': '25.10', 'time': '43:13', 'user': 'student'}
 {'id': 125, 'text': 'Is that your final answer?', 'time': '43:58', 'user': 'tutor'}
 {'id': 126, 'text': 'es', 'time': '44:07', 'user': 'student'}]","[{'is_revised': True, 'text': 'Hmm, not quite. This question is asking us to compare 25.9 and 25.10 and determine which one is bigger.', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Could you tell me what made you pick 25.10?', 'user': 'tutor'}]","[{'id': 127, 'text': 'Your final answer is incorrect.', 'time': '44:21', 'user': 'tutor'}]",5.2B.Comparing Decimal Numbers,"[{'is_revised': True, 'text': 'Hmm, not quite. This question is asking us to compare 25.9 and 25.10 and determine which one is bigger.', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Could you tell me what made you pick 25.10?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'The 25s are the same in both, so I compared the 9 and 10 and 10 is bigger than 9', 'user': 'student'}
 {'is_revised': True, 'text': ""I see! For numbers after the decimal, any 0s at the end don't change the value of the decimal. In other words, 25.10 and 25.1 have the same value"", 'user': 'tutor'}
 {'is_revised': True, 'text': ""Oh I didn't know that"", 'user': 'student'}
 {'is_revised': True, 'text': 'Could you compare 25.9 and 25.10 again and let me know which one is bigger?', 'user': 'tutor'}
 {'is_revised': True, 'text': '25.9', 'user': 'student'}
 {'is_revised': True, 'text': 'Well done!', 'user': 'tutor'}]",explain_concept,guess,train
understand_topic,2950391_35,"[{'id': 35, 'text': 'yes', 'time': '15:51', 'user': 'student'}
 {'id': 36, 'text': 'Sounds great!', 'time': '15:59', 'user': 'tutor'}
 {'id': 37, 'text': 'Is that your final answer is 6?', 'time': '16:13', 'user': 'tutor'}
 {'id': 38, 'text': 'yes', 'time': '16:21', 'user': 'student'}]","[{'is_revised': True, 'text': 'Ratios are part to a whole and we can write them as fractions. We can write 2:3 as 2/3. How can we write the ratio 4:5?', 'user': 'tutor'}]","[{'id': 39, 'text': 'That was a really good try.', 'time': '16:40', 'user': 'tutor'}
 {'id': 40, 'text': 'Plus 1 point your effort on this question.', 'time': '16:47', 'user': 'tutor'}
 {'id': 41, 'text': 'Let me explain it to you!', 'time': '16:56', 'user': 'tutor'}
 {'id': 42, 'text': 'We have written the different ways to write a ratio.', 'time': '17:25', 'user': 'tutor'}
 {'id': 43, 'text': 'Next, we need to write the ratio as a fraction with the number of men compared to the number of women.', 'time': '17:51', 'user': 'tutor'}
 {'id': 44, 'text': 'We would write the ratio as a fraction in order to find the GCF and simplify, if possible.', 'time': '18:23', 'user': 'tutor'}]",6.4E.Concept of Ratios,"[{'is_revised': True, 'text': 'Ratios are part to a whole and we can write them as fractions. We can write 2:3 as 2/3. How can we write the ratio 4:5?', 'user': 'tutor'}
 {'is_revised': True, 'text': '4/5?', 'user': 'student'}
 {'is_revised': True, 'text': 'Good job!', 'user': 'tutor'}]",explain_concept,diagnose,train
correct_mistake,4253239_46,"[{'id': 46, 'text': 'We know the value of  pi is 3.14', 'time': '22:51', 'user': 'tutor'}
 {'id': 47, 'text': 'yes', 'time': '23:01', 'user': 'student'}
 {'id': 48, 'text': 'What is the value of 12 times 3.14?', 'time': '23:42', 'user': 'tutor'}
 {'id': 49, 'text': '42', 'time': '24:07', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! You can use a calculator to do this', 'user': 'tutor'}]","[{'id': 50, 'text': 'That was a good try.', 'time': '24:27', 'user': 'tutor'}
 {'id': 51, 'text': 'You may check the answer in the calculator also.', 'time': '24:49', 'user': 'tutor'}]",8.7A.Volume of Cylinders,"[{'is_revised': True, 'text': 'Great try! You can use a calculator to do this', 'user': 'tutor'}
 {'is_revised': True, 'text': '37.68', 'user': 'student'}
 {'is_revised': True, 'text': 'Correct!', 'user': 'tutor'}]",provide_strategy,guess,train
understand_topic,2989226_2,"[{'id': 2, 'text': 'Happy to work with you today!', 'time': '01:07', 'user': 'tutor'}
 {'id': 3, 'text': 'Today, let us review and master the lesson ""Rounding Whole Numbers.""', 'time': '01:44', 'user': 'tutor'}
 {'id': 4, 'text': 'Which is the greatest number among 5 and 3?', 'time': '02:18', 'user': 'tutor'}
 {'id': 5, 'text': '4', 'time': '02:27', 'user': 'student'}]","[{'is_revised': True, 'text': 'Hmm, not quite. Could you explain how you got 4?', 'user': 'tutor'}]","[{'id': 6, 'text': 'Your answer is incorrect.', 'time': '02:46', 'user': 'tutor'}
 {'id': 7, 'text': 'You have earned 1 point for your effort.', 'time': '02:57', 'user': 'tutor'}
 {'id': 8, 'text': '5 is the greatest among 5 and 3.', 'time': '03:16', 'user': 'tutor'}
 {'id': 9, 'text': 'Here is our first question.', 'time': '03:31', 'user': 'tutor'}
 {'id': 10, 'text': 'I will explain this question to you.', 'time': '03:41', 'user': 'tutor'}
 {'id': 11, 'text': 'Before that, Many students like to talk with their tutors during the session.', 'time': '04:17', 'user': 'tutor'}]",3.4B.Rounding Whole Numbers (Review) - 2,"[{'is_revised': True, 'text': 'Hmm, not quite. Could you explain how you got 4?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'idk', 'user': 'student'}
 {'is_revised': True, 'text': 'If you have 5 apples and I have 3 apples, who has more apples?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Me', 'user': 'student'}
 {'is_revised': True, 'text': 'How do you know?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Because 5 is more than 3', 'user': 'student'}
 {'is_revised': True, 'text': ""Great! That's all I was asking for earlier"", 'user': 'tutor'}]",ask_question,guess,train
hint_mistake,2916237_15,"[{'id': 15, 'text': 'Explain how you got your answer.', 'time': '12:59', 'user': 'tutor'}
 {'id': 16, 'text': 'wat  i did is that  ther is a 4 on the botem that meens ther shood be a 4 on the top', 'time': '15:22', 'user': 'student'}
 {'id': 17, 'text': 'Are you there?', 'time': '15:23', 'user': 'tutor'}
 {'id': 18, 'text': 'yes', 'time': '15:36', 'user': 'student'}]","[{'is_revised': True, 'text': 'ok great start. We only can do that when we know the two sides are equal.', 'user': 'tutor'}]","[{'id': 19, 'text': 'That was  a good try.', 'time': '16:08', 'user': 'tutor'}]",3.6E.Shapes and Area,"[{'is_revised': True, 'text': 'ok great start. We only can do that when we know the two sides are equal.', 'user': 'tutor'}
 {'is_revised': True, 'text': 'oh yeah oops', 'user': 'student'}
 {'is_revised': True, 'text': ""So let's figure out the lengths of each of the sides."", 'user': 'tutor'}]",provide_hint,right-idea,train
signal_goal,2951077_78,"[{'id': 78, 'text': 'That was a great effort.', 'time': '29:07', 'user': 'tutor'}
 {'id': 79, 'text': 'Let me help you with this question.', 'time': '29:18', 'user': 'tutor'}
 {'id': 80, 'text': 'How many parallel sides are there in the given image?', 'time': '30:01', 'user': 'tutor'}
 {'id': 81, 'text': '2', 'time': '30:57', 'user': 'student'}]","[{'is_revised': True, 'text': 'Yes, well done!', 'user': 'tutor'}]","[{'id': 82, 'text': 'That was a great effort.', 'time': '31:43', 'user': 'tutor'}
 {'id': 83, 'text': 'One pair of sides of the pool are parallel.', 'time': '32:13', 'user': 'tutor'}]",3.6B.Quadrilaterals,"[{'is_revised': True, 'text': 'Yes, well done!', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Thanks', 'user': 'student'}
 {'is_revised': True, 'text': '2 parallel sides is often called 1 pair of parallel sides.', 'user': 'tutor'}]",affirm_correct_answer,imprecise,train
clarify_misunderstanding,2949298_58,"[{'id': 58, 'text': 'We are asked to find the quotient of 72 and 6.', 'time': '20:14', 'user': 'tutor'}
 {'id': 59, 'text': 'Let n be the number of doughnuts.', 'time': '20:32', 'user': 'tutor'}
 {'id': 60, 'text': 'Are you working on this question?', 'time': '20:53', 'user': 'tutor'}
 {'id': 61, 'text': '0.0833333', 'time': '20:56', 'user': 'student'}]","[{'is_revised': True, 'text': 'We need to determine how many groups of six can be made if there are 72 doughnuts. ', 'user': 'tutor'}]","[{'id': 62, 'text': 'Please recheck your answer.', 'time': '21:12', 'user': 'tutor'}
 {'id': 63, 'text': 'Do you need any help?', 'time': '22:02', 'user': 'tutor'}]",5.4E.Simple Expression,"[{'is_revised': True, 'text': 'We need to determine how many groups of six can be made if there are 72 doughnuts. ', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Can I multiply?', 'user': 'student'}
 {'is_revised': True, 'text': 'Yes, what number times 6 equals 72?', 'user': 'tutor'}
 {'is_revised': True, 'text': '12', 'user': 'student'}
 {'is_revised': True, 'text': 'Correct! Good job.', 'user': 'tutor'}]",explain_concept,guess,train
